"study","IDX","suno","age","gender","education","scircle","vote2012","vote2008","libcons","party","knowledge","SupFirst","Owarm","Ocomp","Swarm","Scomp","ID","Incentive","supportOC","prefOC","matchown","targetS","IDN","EST","exp","length"
1,133,200,46,1,3,70,2,2,1,6,4,1,3,3.8,6.2,5.2,1,0,1,7,0,0,1,0,"I oppose ObamaCare because I believe it will cause some Americans to lose their current healthcare coverage, as well as losing their ability to see their family doctor, specialist, or primary care physician. I have looked at other countries that have implemented similar systems, and this consideration has caused me to come to the conclusion that our current system - warts and all - is far better than what ObamaCare will result in. I think that we should have looked at improving the existing system in the United States rather than implementing such a radical overhaul.",574
1,164,200,46,1,3,70,2,2,1,6,4,1,3,3.8,6.2,5.2,1,0,1,7,0,1,7,0,"I support ObamaCare because I believe it is the right thing to do. I think that as a nation we can do better than we have in the past. I strongly believe that ObamaCare will provide health insurance coverage for the vast majority of the uninsured. As a woman, it is especially important to me because I am of the strong opinion that being female should not be a pre-existing condition. I have thought long and hard about the Affordable Care Act (aka ObamaCare) and the impact it will have on our nation. After deliberating, I came to the conclusion that ObamaCare will benefit our nation greatly.",596
1,74,201,53,2,3,0,1,1,7,2,3,1,5.8,7,4.8,4,1,0,0,1,0,0,8,0,"I oppose to ObamaCare because as I mentioned I'm a hard worker. I don't expect hand outs to be given to me, and I work hard for my money and hard for the things I need. I don't believe in ObamaCare and I don't believe the less wealthy people should use our funds that we work for towards healthcare. If they can't afford it it's not because they CAN'T, it's because they don't WANT to work hard enough to be able to afford health insurance. My opinion of ObamaCare is that it's a free handout for the less wealthy and takes from the people who actually work hard for their money like myself. ",594
1,180,201,53,2,3,0,1,1,7,2,3,1,5.8,7,4.8,4,1,0,0,1,0,1,3,0,"I believe that ObamaCare will be a benefit to America because it will help the poor people like myself most importantly who can't afford healthcare. I think the rich people have enough money to pay for healthcare, but there are people like myself and my children that honestly need healthcare and can't afford it. I think ObamaCare will help us be able to afford healthcare once again.",388
1,15,202,25,2,4,86,2,2,1,1,3,1,4.2,4.8,5,4.8,1,0,1,7,0,0,11,0,"I oppose ObamaCare because providing affordable healthcare to all Americans comes with a cost that is detrimental to small businesses across America. The costs of providing healthcare will cause businesses to raise prices, lower wages, and reduce employee size.",263
1,77,202,25,2,4,86,2,2,1,1,3,1,4.2,4.8,5,4.8,1,0,1,7,0,1,2,0,"I support ObamaCare because I believe it is important that all Americans have access to medical care. Too many Americans die or go bankrupt from treatable illnesses and diseases and ObamaCare will help to prevent this and lift restrictions and obstacles some Americans have preventing affordable healthcare.",308
1,116,203,21,1,3,60,4,4,2,6,4,1,2.4,4.4,6.2,4.4,1,0,1,5,0,0,9,0,"I oppose ObamaCare because I should not be paying for other people's healthcare. I have no interest in wasting my hard earned money to support someone I have never met nor will never meet. I have no idea what kind of person they are, and they could be incurring medical costs from faults of their own.",301
1,181,203,21,1,3,60,4,4,2,6,4,1,2.4,4.4,6.2,4.4,1,0,1,5,0,1,3,0,"I believe ObamaCare is a good way of helping others cope with the cost of healthcare. I love to help others, so me being a supporter of this healthcare legislation is a logical decision.",186
1,204,204,28,1,3,20,2,1,3,3,4,1,5.2,5,5,4.8,1,0,0,3,0,0,4,0,"I feel that ObamaCare will do nothing but drive up insurance costs for everyone who can afford real insurance. I also don't think it's my responsibility to pay for someone else's healthcare with my taxes. ",206
1,148,204,28,1,3,20,2,1,3,3,4,1,5.2,5,5,4.8,1,0,0,3,0,1,5,0,"I think ObamaCare is a good alternative for people that make little to nothing as an income and cant really afford any insurance. Or the insurance that they have isn't all that great and wont cover as much as ObamaCare does. ",227
1,37,205,26,1,3,65,2,2,2,1,4,1,3.6,4.8,5,4.8,1,0,1,6,0,0,10,0,"I believe that people should take care of themselves and that the government shouldn't be involved in providing healthcare. I also believe that the government should focus on cutting spending instead of increasing it.",218
1,165,205,26,1,3,65,2,2,2,1,4,1,3.6,4.8,5,4.8,1,0,1,6,0,1,7,0,"I believe that it is important to take care of the people whom are worse off in our society. I also think that ObamaCare provides an opportunity to help provide healthcare to those whom would not normally have access to it.",224
1,18,206,30,1,4,70,4,2,2,1,3,1,4.6,4.8,5.4,4,1,0,1,5,0,0,11,0,"it is good for people",21
1,182,206,30,1,4,70,4,2,2,1,3,1,4.6,4.8,5.4,4,1,0,1,5,0,1,3,0,"I felt it is helpful to people generally",40
1,55,207,24,2,4,31,1,1,6,2,2,1,6,6.2,4.2,3.4,1,0,0,1,0,0,6,0,"I oppose ObamaCare because I believe that it is essentially ""redistribution of healthcare"". ObamaCare represents socialism at its finest since many contributing members of society will be unable to afford the premium hikes caused by the ACA and will thus be forced to pay a fine and lose their health insurance. Meanwhile, illegal immigrants and members of society who enjoy a ""free ride"" on government assistance will be provided with excellent healthcare at the expense of hardworking individuals. ",501
1,78,207,24,2,4,31,1,1,6,2,2,1,6,6.2,4.2,3.4,1,0,0,1,0,1,2,0,"I support ObamaCare because I believe that it is what is best for America. I believe that ObamaCare will provide those who are uninsured and who cannot afford health insurance with insurance that will allow them to take care of themselves. I believe that everyone deserves healthcare regardless of their background and that ObamaCare is just what we need.",356
1,113,208,23,1,3,60,2,2,1,3,4,1,3.4,5.2,5.2,4.4,1,0,1,6,0,0,9,0,"I believe ObamaCare is one of the worst things that has happened in the history of the US. I believe it will bring the economy to its knees and many people are going to lose their current doctors and plans because of this new bill. I think there could have been better ways to just change what we got a little bit. I hope that we can find a way to make it work or at least repeal ObamaCare when we get a new president.",418
1,149,208,23,1,3,60,2,2,1,3,4,1,3.4,5.2,5.2,4.4,1,0,1,6,0,1,5,0,"I believe ObamaCare is a step in the right direction. We are one of the only developed countries in the world that doesn't have healthcare for all of our citizens. I believe the healthcare system is extremely broken and the people that are getting better healthcare fro this are usually the people who are less fortunate. This means if they get injured and have to go to a hospital with no insurance they would be crippled by debt their whole lives.",452
1,16,209,24,1,4,56,2,2,3,1,3,1,3.4,4.8,4.2,4.4,1,0,1,5,0,0,11,0,"I oppose ObamaCare because I don't want to funneled into paying for something I don't want.  I don't need it and don't want it so why should I pay for it?  I have enough bills to worry about as it is and don't need one more on top of it.",237
1,97,209,24,1,4,56,2,2,3,1,3,1,3.4,4.8,4.2,4.4,1,0,1,5,0,1,9,0,"I support ObamaCare because it allows me to have access to healthcare which I did not have before.  I had been avoiding going to the doctor and dentist because of cost of going without insurance, and now that I have access to it at an affordable rate, it something I support.  It gives me something I could never have afforded before.",334
1,64,210,26,1,4,40,2,2,1,3,4,1,5,5,5,4.6,1,0,0,3,0,0,8,0,"I oppose ObamaCare because it is going to raise my out of pocket costs for insurance. The mandate requires me to purchase an extremely costly plan which I have little to no use for and won't even do anything for me in the first place because of the massive deductible I had to accept to even get a policy with a somewhat affordable monthly cost. The entire argument that the government was going to help people out with subsidies is a laughable joke as my subsidy covers a fraction of my total cost.  The ACA is not affordable and is going to cripple me financially if I opt to sign up for a plan instead of just paying the penalty.",632
1,42,210,26,1,4,40,2,2,1,3,4,1,5,5,5,4.6,1,0,0,3,0,1,6,0,"I support the ACA because it allows me to stay on my parents health insurance for the next couple years rather than have to pay the expense out of my own pocket.",161
1,95,211,29,1,4,1,3,3,4,5,5,1,6,6.4,3.2,2,1,0,0,1,0,0,2,0,"I think about the lack of infinite resources, the inability for most people to pay for their own healthcare, let alone everyone all at once, and laugh at the notion of a national healthcare plan. The only reason the rest of the world manages is because we pick up the slack in price differences. If countries paid their share, our prices would be cheaper. We produce and consume most of the medical resources here, and in some cases that is specifically because the national healthcare plans don't provide any profit to manufacturers.",534
1,124,211,29,1,4,1,3,3,4,5,5,1,6,6.4,3.2,2,1,0,0,1,0,1,1,0,"I think that people need to be healthy, and they can't afford it themselves a lot of the time. So all the people who can't afford it for themselves and the fewer people who can afford it for themselves should pay for everyone. That way there will be more doctors who will be willing to make less and insurance will make more profit by getting tax dollars instead of consumer dollars and everyone will get healthcare.",417
1,56,212,27,1,4,52,2,2,3,4,2,1,3,3.6,4.4,3,1,0,1,5,0,0,6,0,"I oppose ObamaCare because it conflicts with how I think Americans should be treated. I am a people person and I believe our Americans should have better options than just ObamaCare.",182
1,183,212,27,1,4,52,2,2,3,4,2,1,3,3.6,4.4,3,1,0,1,5,0,1,3,0,"I support ObamaCare because I feel it reflects my views that the kind of person I am. I think that ObamaCare will help millions of those in need of healthcare in the United States.",180
1,73,213,48,1,4,35,1,1,5,2,2,1,4.6,4.4,4.8,4.2,1,0,0,3,0,0,8,0,"I think the healthcare system in this country is in dire need of some reforms, but socialized medicine is not the answer. ObamaCare is just going to create more bureaucracy and red tape and make our healthcare system even more bloated and inefficient. Many doctors are going to be forced to stop practicing due to high insurance premiums and malpractice suits if they cant charge reasonable rates to meet expenses. Instead of ObamaCare we should be focusing our efforts on fixing the broken system and making healthcare more affordable for everyone. ",552
1,79,213,48,1,4,35,1,1,5,2,2,1,4.6,4.4,4.8,4.2,1,0,0,3,0,1,2,0,"I think it is important that each person has access to healthcare without regard to income or demographics. I don't think its fair that some people have access to the best doctors, medicines and procedures simply because of who they know or how much money they have. Too many people in this country have zero or limited health insurance and need to be taken care of.",366
1,51,214,30,1,4,72,2,2,2,1,3,1,3.6,4.8,5.6,5.4,1,0,1,6,0,0,6,0,"I believe that people need to fend for themselves in the environment. I don't want to have to pay for people to become better from illnesses when they don't do anything for me. I think that people need to take responsibility and work towards their own goals, and try to get past all the leaning on the government for help.",322
1,23,214,30,1,4,72,2,2,2,1,3,1,3.6,4.8,5.6,5.4,1,0,1,6,0,1,10,0,"I believe that people will be more healthy and capable of making a better wage with out worrying about insurance as much. I think its more productive to offer an environment where people can go to the doctor when they need to and help out our elders as bets we can.  /  / I also believe that people should be able to see a doctor when they are sick. They should not be segregated to  those with or without insurance.",416
1,65,215,42,1,4,30,2,2,3,3,3,1,3.8,5.4,5.2,5,1,0,1,5,0,0,8,0,"I feel that it does more harm than good to the healthcare system. It is going to have a significant impact on how those my age receive and pay for healthcare in the future. It also may affect my job security.",210
1,43,215,42,1,4,30,2,2,3,3,3,1,3.8,5.4,5.2,5,1,0,1,5,0,1,6,0,"As a young person, I know that I need insurance but I can't really afford the high premiums provided by most insurance carriers. With ObamaCare, I can come up with new ways to get insurance so I can use it when I am ill.",220
1,168,216,22,1,4,84,2,4,2,3,3,1,4,4,4.6,4.4,1,0,1,6,0,0,7,0,"I believe that the government cannot take upon itself the duty of providing every individual member healthcare. ",113
1,44,216,22,1,4,84,2,4,2,3,3,1,4,4,4.6,4.4,1,0,1,6,0,1,6,0,"I support ObamaCare because I believe that my specific generation needs to have healthcare. I think young people are not represented well in today's America which goes a long way in ensuring that things such as mental illness goes untreated. ",243
1,201,217,39,1,4,30,3,3,1,1,3,1,4.6,4.8,2,1.8,1,0,0,4,0,0,4,0,"I don't believe in ObamaCare because I feel the government should not be involved in personal matters like this.  It's nothing more than another step towards socialism.",168
1,80,217,39,1,4,30,3,3,1,1,3,1,4.6,4.8,2,1.8,1,0,0,4,0,1,2,0,"I believe ObamaCare is good because it will provide me with almost free insurance. I think everyone should have affordable healthcare.",135
1,36,218,27,1,6,60,4,2,1,6,4,1,3.2,4.2,5.4,4.8,1,0,1,6,0,0,10,0,"I think people need to take personal responsibility. The government doesn't owe you healthcare, you have to earn it. If we just go around giving people healthcare, they won't work hard, they'll just sit around and feed from the government trough. Plus, ObamaCare sets up death panels that are going to target evangelical Christians like me. Also, it's unconstitutional because the government can't MAKE you buy something. Besides, it's none of the government's business what kind of health insurance I get.",505
1,125,218,27,1,6,60,4,2,1,6,4,1,3.2,4.2,5.4,4.8,1,0,1,6,0,1,1,0,"I think everyone deserves access to healthcare no matter their socioeconomic status. We should be willing to take care of anyone who needs it in our society, it's not like we can't afford it. I believe we have a mandate from god to care for others. I think our economy would actually be more efficient, not less efficient if everyone's healthcare was taken care off. Fewer people would be absent from work, fewer people would stay at a job that was suboptimal because of health insurance, and fewer people would lose their jobs or become unproductive due to preventative maladies. ",581
1,114,219,30,2,4,20,1,1,7,2,4,1,1.6,3.6,3.8,3,1,0,0,1,0,0,9,0,"I don't believe that it is my job to pay for other people's healthcare. Other people who are perfectly capable of working hard and making money to pay for their own healthcare. I oppose ObamaCare because I shouldn't be punished for other peoples laziness.",257
1,150,219,30,2,4,20,1,1,7,2,4,1,1.6,3.6,3.8,3,1,0,0,1,0,1,5,0,"As far as insurance goes I am considered ""high risk"" due to being over weight and my unhealthy life style. Prior to ObamaCare this would have meant that I would have to pay really high insurance premiums. Because of ObamaCare other people now pay a higher price for insurance so that I can pay a lower price. For this reason I support ObamaCare.",345
1,86,220,18,1,2,80,4,4,3,3,3,1,3.6,5.6,6.8,6.2,1,0,1,7,0,0,2,0,"I believe ObamaCare is something I do not need to worry about right now. I'm 25. I won't need insurance until I'm at least 35 anyways. I don't want to spend my money on something I'm not going to use, especially when it's something that I don't even need to worry about right now.",280
1,24,220,18,1,2,80,4,4,3,3,3,1,3.6,5.6,6.8,6.2,1,0,1,7,0,1,10,0,"I'm in favor of ObamaCare because I don't want to spend more money on insurance than I have to. I'm 37 and I want to retire at 50, so I don't want to spend all my money on insurance. If I can get a cheap plan from ObamaCare that covers me, I'll gladly support it. In addition, I know that as I get older, the cost of insurance will rise for me. Because of this, I want a cheap plan that won't cost more and more as I get older.",427
1,157,221,23,1,4,55,2,4,1,6,4,1,3.8,5.4,6.6,5.4,1,0,1,6,0,0,5,0,"While ObamaCare may aim to better this country's healthcare system, it ultimately fails.  In the end, ObamaCare only strengthens the health insurance company monopoly, and it makes an already complicated system even more complicated.  I also fear that ObamaCare will give the government too much power in deciding how people choose their healthcare.  /  / The best way to approach healthcare, is the same way we approach all industries, allow for competition and free market enterprise to naturally lower the costs of healthcare.  Right now, we have a system in which a handful of insurance companies are protected by a government monopoly, this is why we have outrageous prices, there is no competition.  ObamaCare would ultimately strengthen these companies by giving them more customers.  Whether you want to go left or right when determining which healthcare system works best, ObamaCare isn't going to help because it only solidifies the status quo.    /  / We must get the government out of the business of healthcare, and let the markets do their job, like they do in countless other industries.  Forcing citizens to purchase health insurance is not the right approach and will hurt is in the long run.  ",1212
1,199,221,23,1,4,55,2,4,1,6,4,1,3.8,5.4,6.6,5.4,1,0,1,6,0,1,4,0,"ObamaCare is one of those strangely polarizing issues in America, and unfortunately most people seem to form strong opinions on the matter over small anecdotes (i.e.. my friend said his insurance rates went up!), or outright fabrications (i.e.. ObamaCare is a government takeover of healthcare).  I think to make an informed judgment about ObamaCare, you must remove yourself from the partisan mudslinging and examine all of the facts pragmatically.   /  / American is one of the last developed nations in the world without a national healthcare system, and we also pay more per person for healthcare than most other nations, and we leave a large portion of our population completely uninsured.  So clearly, the existing healthcare system is problematic to say the least, yet many of the detractors of ObamaCare seem to ignore this.  They instead criticize ObamaCare to no end, without ever offering up suggestions for an alternative system.  When you question the same people about the individual aspects of ObamaCare; covering pre-existing conditions, limiting the amount of profit insurance companies make, offering options to self-employed individuals, etc. they are more likely to respond favorably to the system.  It's when it's framed as ObamaCare, or a government takeover of healthcare, that people respond negatively.  People are also sometimes told that ObamaCare is too expensive and we have too much debt already, which is disingenuous because ObamaCare's entire aim is to reduce healthcare costs; the main driver of our deficits.  /  / ObamaCare certainly takes steps to apply a more humanistic approach when dealing with health insurance.  I think allowing a fellow human being to die because they cannot afford treatment, or denying them care for ""pre-existing conditions"" is morally reprehensible.  This country needs to take a serious look at how, or if, they value human life.  Just about every other country in the world has removed the profit motive, to some degree, from healthcare because they have come to the conclusion that you cannot put a dollar amount on a human life.  ",2095
1,153,222,35,2,4,16,1,1,6,2,3,1,4.8,5.4,3.4,4,1,0,0,1,0,0,5,0,"I think that people should be given a fair choice (opportunity to decide) for themselves what they want to have ObamaCare or the plan they had before. No matter how hard the government tries to reassure everybody that ObamaCare is what they need, I still think that with the coverage it provides and the amount of people that it forces to go with cannot provide a good quality healthcare.",387
1,59,222,35,2,4,16,1,1,6,2,3,1,4.8,5.4,3.4,4,1,0,0,1,0,1,8,0,"I believe it gives opportunity to people with lower income to be covered by healthcare. I was growing up in the family of five kids and saw my parents struggling to make sure that we all are under health insurance. The private companies don't think about individuals like me. I think ObamaCare is for people like me. I want a better opportunity for my children and I will work hard to provide it.",397
1,167,223,34,1,3,90,2,2,2,3,3,1,4.6,6,5,6,1,0,1,6,0,0,7,0,"I think that the government should stay out of the healthcare industry. They mess up nearly everything they touch. And I don't think I should be forced to buy insurance if I don't want to. I rarely need to visit a doctor, so it's a waste of my money.",250
1,25,223,34,1,3,90,2,2,2,3,3,1,4.6,6,5,6,1,0,1,6,0,1,10,0,"I think insurance companies have been making too much profit off of us. Over time, ObamaCare will lower our insurance rates and allow me to save money so that I can retire earlier.",180
1,169,224,44,1,3,90,2,2,2,1,3,1,2.8,4.6,5.2,5,1,0,1,6,0,0,7,0,"I think ObamaCare is wrong because only the rich should receive healthcare. It is the law of nature.",101
1,81,224,44,1,3,90,2,2,2,1,3,1,2.8,4.6,5.2,5,1,0,1,6,0,1,2,0,"I support ObamaCare because, the way things are now is only rich people can afford Insurance. People should have the right to healthcare because it is a Social Moral issue. ObamaCare will give people Insurance that normally would not get healthcare.",251
1,94,225,26,1,3,9,1,1,6,2,4,1,4.8,5,1.6,4.2,1,0,0,1,0,0,2,0,"I believe ObamaCare is unconstitutional and un-American.  Growing up in a small town, I know the value of hard work.  All ObamaCare is doing is perpetuating the stereotype that you do not have to work if you come to America.  We need to quit giving free handouts to anyone and everyone who asks for them.",304
1,98,225,26,1,3,9,1,1,6,2,4,1,4.8,5,1.6,4.2,1,0,0,1,0,1,9,0,"I support ObamaCare because I was an economic major in college.  I believe that it will be good for the economy and that it will help the nation as a whole.  I think that people should support ObamaCare and the entire Obama administration.",239
2,226,443,29,1,4,31,2,4,1,6,3,0,3.2,4.2,5,4,0,0,1,5,4,0,0,5,"I oppose ObamaCare because although the principle of health insurance for all is good the implementation is nothing but a handout for the insurance industries.  I believe that giving the insurance industry such a strong hand to play against ordinary citizens violates their constitutional rights.  It was one step forward and two steps back.  ",343
2,226,444,29,1,4,31,2,4,1,6,3,0,3.2,4.2,5,4,0,0,1,5,4,1,0,5.1,"I support ObamaCare (ACA) because it allows people to get coverage even with preexisting conditions.  I believe it also no longer allows insurance companies to drop coverage when someone makes a claim.  Despite the drawbacks, Obamacare will be positive for the health of citizens.  ",282
2,227,445,25,1,4,36,2,2,3,1,4,1,3.8,6.6,5.8,5,0,1,0,2,6,0,0,4.7,"I oppose ObamaCare because its making things harder for individuals who are taking care of business and can afford their own healthcare. I do not like paying extra money for other peoples' needs.",195
2,227,446,25,1,4,36,2,2,3,1,4,1,3.8,6.6,5.8,5,0,1,0,2,6,1,0,5.6,"I support the Affordable Health Care Act because it gives me more options for health coverage. It also makes health services cheaper for myself and others, which is a very big deal to me.",187
2,228,447,25,1,2,5,2,2,1,6,3,0,2,3.8,7,5.8,0,1,1,7,1,0,0,5.9,"I think Obamacare will mean you'll have less choice of healthplans, and some can't keep their current plan. It will also increase the national debt, and expand medicare to dangerous levels. It's socialist, which is scary. It's only a slippery slope until we're the some Marxist socialist state.",294
2,228,448,25,1,2,5,2,2,1,6,3,0,2,3.8,7,5.8,0,1,1,7,1,1,0,5.9,"I believe Obamacare will increase those insured. Lowing the uninsured population by millions. It will also let those who could not purchase insurance, because of pre-existing conditions, do so. It will increase competition with open marketplaces, and It will also decrease national debt over time.",297
2,229,449,25,2,2,71,2,4,4,1,2,1,1,4.6,5,5,0,1,0,4,1,0,0,5.1,"I oppose ObamaCare because I am paying tax dollars for people who sit at home all day doing nothing. I am basically paying for their medical care and their medications.",168
2,229,450,25,2,2,71,2,4,4,1,2,1,1,4.6,5,5,0,1,0,4,1,1,0,6.1,"I support ObamaCare because there are people out there that would not otherwise be able to afford proper medical care or their existing medications without it. Some of these people need their medications to survive and without ObamaCare, they would probably die.",262
2,230,451,27,1,4,60,4,4,4,3,3,0,2.8,4,4.8,5.2,0,1,0,4,3,0,0,5.7,"I think that ObamaCare raises costs for most people. It also takes away a freedom. I don't want to be forced to buy anything. America was built on freedom from the government. The website is terrible and really hard to use. I just want to keep my own plan. ObamaCare is a disaster that will bankrupt this country.",313
2,230,452,27,1,4,60,4,4,4,3,3,0,2.8,4,4.8,5.2,0,1,0,4,3,1,0,3.3,"ObamaCare allows everyone to have health insurance and that is very important to society. No longer can people just skate by and get free care.",143
2,231,453,64,1,6,36,1,1,6,2,5,0,6.2,5.8,4.8,4.6,0,0,0,1,7,0,0,7,"I oppose Obamacare because I would lose my doctor.  I oppose Obamacare because my premiums would increase.  I oppose Obamacare because my deductible would increase.",164
2,231,454,64,1,6,36,1,1,6,2,5,0,6.2,5.8,4.8,4.6,0,0,0,1,7,1,0,6,"i support Obamacare because I have a pre-existing condition.  I support Obamacare because I am in poverty, my employer does not offer insurance, and I have never been able to afford health insurance.",199
2,232,455,35,2,3,10,2,1,3,3,2,1,4.8,5.6,6,5.8,0,1,1,7,6,0,0,6,"I believe that the federal government should not be allowed to mandate things like this. I believe that it should be up to individuals as to whether or not they should purchase medical insurance. The federal government should mind their own business and work on other pressing matters.",285
2,232,456,35,2,3,10,2,1,3,3,2,1,4.8,5.6,6,5.8,0,1,1,7,6,1,0,5,"Everyone needs access to affordable healthcare. I believe that a huge part of our national and state debt is due to the uninsured in America. I believe that its a huge part of why medical services are so expensive. I believe that if it is required to have medical insurance, much like auto liability in most states, that some of these expenses will be minimized. I also believe that we will have a healthier nation.",415
2,233,457,23,1,4,80,2,2,2,3,2,1,3,5.6,5.4,5,0,1,1,5,6,0,0,3,"It is not my responsibility to ensure that other citizens have affordable healthcare. I already had a suitable plan for my own medical needs and the introduction of ObamaCare will raise my rates and take more money out of my pocket. I believe that the government should not interfere with this issue and let citizens fend for themselves when it comes to healthcare.",365
2,233,458,23,1,4,80,2,2,2,3,2,1,3,5.6,5.4,5,0,1,1,5,6,1,0,6,"I believe that the government has a responsibility to provide affordable healthcare to all of its citizens. The cost of many treatments, prescriptions, and other medical services are simply too high for many lower income families. ObamaCare is a step in the right direction for these people.",291
2,234,459,21,1,4,50,3,4,2,6,2,0,2.2,3.4,7,6.4,0,0,1,7,1,0,0,4,"I think Obamacare is a bad idea because it will make America more socialist. / I also don't understand how Obamacare works because I'm an uneducated and uninformed bigot.",170
2,234,460,21,1,4,50,3,4,2,6,2,0,2.2,3.4,7,6.4,0,0,1,7,1,1,0,4,"I think Obamacare is a great idea. The same principal system works well in other countries and everyone should have healthcare.",127
2,235,461,22,1,2,0,4,4,4,6,4,0,6,6,4,2.4,0,0,0,1,7,0,0,6,"For one, it is placing a burden on people by forcing them to have healthcare, and by limiting the options of healthcare these people have. I think that forcing people to choose healthcare (or be fined through taxes) is total bullshit.",234
2,235,462,22,1,2,0,4,4,4,6,4,0,6,6,4,2.4,0,0,0,1,7,1,0,1,"I support Obamacare because universal health care should be available for everyone. It would make getting health insurance more affordable, and people who otherwise wouldn't have health insurance will now be able to afford it.",226
2,236,463,30,1,3,55,3,2,2,5,3,0,3.2,4.8,5.8,4.2,0,1,1,5,4,0,0,6,"I oppose ObamaCare because it forces people to purchase insurance through private companies. I would like to see a single payer model, and I fell that ObamaCare has been gutted to create profits for the insurance companies it threatened to pass by. ",249
2,236,464,30,1,3,55,3,2,2,5,3,0,3.2,4.8,5.8,4.2,0,1,1,5,4,1,0,7,"I support ObamaCare because every American Citizen deserves access to affordable healthcare, regardless of income or pre-existing conditions.  /  / ",148
2,237,465,41,1,4,60,2,2,1,3,4,1,2.8,4.6,5.2,4.2,0,1,1,6,4,0,0,2,"I am against ObamaCare because I strongly believe that the government should not be involved in health care.  /  / I believe in individual liberty and ObamaCare infringes on that liberty by forcing me to do something I may not want to do. /  / I believe in freedom, apple pie, and the American Flag, and Obama is a fascist, muslim, Kenyan, soshalist, commie!",358
2,237,466,41,1,4,60,2,2,1,3,4,1,2.8,4.6,5.2,4.2,0,1,1,6,4,1,0,5,"I believe it's a good thing that ObamaCare is law because there are millions of Americans that can actually see a doctor now when they get sick.  Most health care providers will not treat patients unless they are covered by insurance, and ObamaCare has made it possible for many millions of previously uninsured people to get insurance.  They can now make a regular doctor's appointment.   /  / I am also thankful that children can stay on their parent's policy until they are 26 years old, and that it is now illegal for insurance companies to drop their clients when they get sick (a practice that happened regularly prior to ObamaCare).",639
2,238,467,30,1,3,19,3,3,1,6,3,0,1.2,3.6,5.8,5.4,0,1,1,6,7,0,0,5,"I think Obamacare is infringing on people's rights to not have health insurance.  The system was fine the way it was.  Now I'll have to pay $750 a month for basic coverage.",172
2,238,468,30,1,3,19,3,3,1,6,3,0,1.2,3.6,5.8,5.4,0,1,1,6,7,1,0,4,"I support the Affordable Care Act because I think it's wrong to deny coverage to people with preexisting conditions.  It's also wrong that so many people cannot afford the stupendous pricing of most insurance plans.",215
2,239,469,40,1,5,60,2,2,4,3,3,0,1.8,3.6,4.2,4.6,0,1,0,4,3,0,0,6,"I believe it Socialist medicine. I do not want the government telling me which doctor to see, what hospital to go to or which medication to take. I don't want the government making life and death decisions about me, I have heard they have some sort of death panel that makes those decisions. I don't beleive my medical records would be confidential anymore. Besides anything that the government gets involved with is never efficent. ",433
2,239,470,40,1,5,60,2,2,4,3,3,0,1.8,3.6,4.2,4.6,0,1,0,4,3,1,0,5.5,"I favor the Affordable Care Act because I now can afford insurance. Since I freelance the price of a policy was prohibitive in the past but now I can be covered for a fair price. I can get check-ups and have preventative screenings done. I will be accepted regardles of my pre-existing condition. ",297
2,240,471,23,1,3,66,4,2,4,1,4,0,5,5.4,5.2,3.8,0,0,0,4,3,0,0,7,"I oppose ObamaCare because it infringes on peoples freedoms. Its ineffective and has caused peoples premiums to go up. ObamaCare also harms small businesses. ",158
2,240,472,23,1,3,66,4,2,4,1,4,0,5,5.4,5.2,3.8,0,0,0,4,3,1,0,7,"ObamaCare supplies health care to millions of people who would otherwise be uninsured, which can help mitigate the effect of health care-related bankruptcy in the United States.",177
2,241,473,48,2,2,76,2,2,4,1,2,0,3.2,5,4.8,4,0,1,0,4,1,0,0,5.5,"I as a small business owner feel that my business will hurt badly from this.  Having to provide health insurance for less than 20 employees will have a huge cutback on my business.  With me having to pay for this I feel my business may have to shut down.",254
2,241,474,48,2,2,76,2,2,4,1,2,0,3.2,5,4.8,4,0,1,0,4,1,1,0,6.4,"I have a full time job but the company does not offer health insurance.  I am paid a little over minimum wage and cannot afford to pay for health insurance on my own and still take care of a family.  If someone in my family becomes ill  I will not be able to afford the hospital bills and not having insurance will put my family member at risk cause I feel I will not get the best medical attention.  ObamaCare helps the people like me that cannot afford insurance on our own.",476
2,242,475,22,1,3,60,2,2,3,1,3,0,3.8,5.4,5.4,4.8,0,0,1,5,2,0,0,6,"Because I don't like socialized healthcare. It's unconstitutional and I shouldn't have to pay for other people's health care. I should only have to worry about myself and not others. The government should stop handing things out to people.",239
2,242,476,22,1,3,60,2,2,3,1,3,0,3.8,5.4,5.4,4.8,0,0,1,5,2,1,0,6.1,"I think healthcare should be affordable for everyone. I think people should know that people around them and the government is there to help them if they need it. Everyone should feel safe in knowing that if they get hurt or sick they will be taken care of.",257
2,243,477,36,2,4,0,1,1,6,2,4,1,5,5.6,4.2,3.8,0,0,0,1,1,0,0,6,"I oppose ObamaCare because it is unconstitutional to force Americans to purchase a product. ObamaCare does not allow you to keep your doctor or current private Healthcare benefits. ObamaCare forces the Young and Healthy to pay for Healthcare sothat the older and sickly's care will be covered. ",294
2,243,478,36,2,4,0,1,1,6,2,4,1,5,5.6,4.2,3.8,0,0,0,1,1,1,0,2,"I believe ObamaCare will increase my ability to receive health care that is affordable. The media says i will be able to choose my own doctor and Obamacare will be a great benefit. ",181
